-1.1265777,0.35301158,0.98904335,2.3383574,-1.560484,-0.92651445,-0.3818954,-1.9064422,0.005734676,-2.1730726,-5.361652,-1.8223742,-0.43825737,-2.1774564,-3.4621327,-3.4740636,-5.5167766,-1.6814396,-3.1124485,-1.1714181
-1.3866603,-1.8464378,2.4136963,0.42175055,3.865779,-2.7984703,5.3931956,-2.438131,-1.4459736,-0.77876484,3.9358041,-1.8454058,0.5006531,-4.1334796,-3.808143,-4.531271,2.8393152,1.3387059,-1.1365026,-1.7542711
0.8138411,1.7230752,0.89429986,0.13891993,1.1047271,-1.0324513,-1.9532797,-3.8049614,-4.532207,-3.1789367,-1.0340594,-1.2675428,0.6053809,5.5782247,-1.546967,-3.1807988,-6.7199373,-3.2267482,-1.5375525,-1.6755204
0.035286594,0.63607764,0.84957856,1.1039635,-0.076813795,-0.40367395,1.5140214,-1.4370793,-1.9684584,0.40364102,1.3960663,-0.28444925,-0.22236486,-0.030198654,0.23129912,1.6282662,-3.23044,-0.025318677,-0.97485614,-0.707931
-1.085228,-0.22616825,1.6937894,-0.55843765,-1.2894435,4.0529485,-1.1947596,1.2448623,0.7670968,-3.1680663,-1.4756901,-0.73125213,-1.5415679,-0.65013987,3.1887825,-4.535293,-2.200869,-1.29492,-2.160458,-0.07326026
-1.5431483,-2.5114331,-5.52563,-4.38929,-4.622244,-6.3498287,0.052042875,-6.423754,-2.01257,1.4980348,-1.1961559,4.542013,1.8371644,1.5507952,0.29126456,-1.7653668,2.0330791,1.5180752,0.22184964,-1.6850038
-0.66618437,-4.323248,-0.9299743,3.4981544,-2.1712034,2.3513484,0.3861822,-0.9226871,-3.322903,-1.8867335,0.33451942,0.38699433,-0.65350056,-1.664198,-3.3303432,-0.2792262,0.80111694,-2.2893043,-2.710395,1.7179723
-0.4419432,0.8922612,0.3223975,-0.7009132,-1.299607,-1.959991,0.9805635,-0.6348543,-1.4352928,-0.96532243,-1.8346268,-1.325036,-1.3291733,3.1769593,0.7035983,-0.4787083,2.1792936,-2.0314217,-1.8201361,-1.8541315
1.3367419,0.66568804,1.4605696,1.514549,0.6775015,1.2030774,-0.55687153,2.5280886,-3.8052692,4.30971,-2.1489348,-1.2948179,-1.4846884,-0.3512777,0.03991175,4.6559277,4.935064,-0.41866082,-0.11669528,-1.0973767
-1.8509606,2.413971,-1.9368075,0.8585428,2.4939663,-1.7503055,-3.7364426,-0.1445744,-5.4270005,-3.6816065,-9.578079,0.19127733,-0.11335084,-5.8758707,-10.004046,-1.515346,-10.692793,-6.787411,-3.2903707,-2.0547662
